Name,Nationality,Team,Age,Skill Rating,Position,Number,Goals,Yellow Cards,Red Cards,Value,Energy
Mohamed Amoura,DZA,Wolfsburg,24,65,ST,9,0,0,0,32000000,1
Jonas Wind,DMK,Wolfsburg,26,70,ST,23,0,0,0,15000000,1
Tiago Tomas,PRT,Wolfsburg,22,64,ST,11,0,0,0,12000000,1
Lukas Nmecha,DEU,Wolfsburg,26,66,ST,10,0,0,0,3000000,1
Kevin Behrens,DEU,Wolfsburg,34,66,ST,17,0,0,0,1500000,1
Bartosz Bialek,POL,Wolfsburg,23,58,ST,14,0,0,0,800000,1
Robin Zentner,DEU,Mainz,30,63,GK,27,0,0,0,4000000,1
Daniel Batz,DEU,Mainz,34,59,GK,33,0,0,0,350000,1
Lasse Riess,DEU,Mainz,23,40,GK,1,0,0,0,200000,1
Moritz Jenz,DEU,Mainz,25,67,DF,3,0,0,0,6000000,1
Andreas Hanche-Olsen,NOR,Mainz,28,66,DF,25,0,0,0,6000000,1
Maxim Leitsch,DEU,Mainz,26,63,DF,5,0,0,0,2000000,1
Danny da Costa,DEU,Mainz,31,63,DF,21,0,0,0,1500000,1
Stefan Bell,DEU,Mainz,33,64,DF,16,0,0,0,800000,1
Maxim Dal,DEU,Mainz,19,43,DF,47,0,0,0,150000,1
Philipp Mwene,AUT,Mainz,31,65,DF,2,0,0,0,1800000,1
Silvan Widmer,CHE,Mainz,32,66,DF,30,0,0,0,1500000,1
Nikolas Veratschnig,AUT,Mainz,22,54,DF,22,0,0,0,800000,1
Kaishu Sano,JPN,Mainz,24,58,MF,6,0,0,0,17000000,1
Lennard Maloney,USA,Mainz,25,62,MF,15,0,0,0,5000000,1
Dominik Kohr,DEU,Mainz,31,65,MF,31,0,0,0,3500000,1
Nadiem Amiri,DEU,Mainz,28,65,MF,18,0,0,0,18000000,1
Anthony Caci,FRA,Mainz,27,67,MF,19,0,0,0,10000000,1
Paul Nebel,DEU,Mainz,22,59,MF,8,0,0,0,17000000,1
Hong Hyun-Seok,KOR,Mainz,25,62,MF,14,0,0,0,3500000,1
Lee Jae-Sung,KOR,Mainz,32,66,MF,7,0,0,0,2500000,1
Arnaud Nordin,FRA,Mainz,26,65,ST,9,0,0,0,6000000,1
Armindo Sieb,DEU,Mainz,22,56,ST,11,0,0,0,4000000,1
Jonathan Burkardt,DEU,Mainz,24,65,ST,29,0,0,0,35000000,1
Nelson Wieper,DEU,Mainz,20,54,ST,44,0,0,0,6000000,1
Moritz Nicolas,DEU,B. Monchengladbach,27,62,GK,33,0,0,0,5000000,1
Joanas Omlin,CHE,B. Monchengladbach,31,70,GK,1,0,0,0,2500000,1
Tobias Sippel,DEU,B. Monchengladbach,37,57,GK,21,0,0,0,300000,1
Tiago Pereira Cardoso,LUX,B. Monchengladbach,19,43,GK,42,0,0,0,300000,1
Ko Itakura,JPN,B. Monchengladbach,28,69,DF,3,0,0,0,12000000,1
Nico Elvedi,CHE,B. Monchengladbach,28,68,DF,30,0,0,0,8000000,1
Marvin Friedrich,DEU,B. Monchengladbach,29,65,DF,5,0,0,0,3500000,1
Fabio Chiarodia,ITA,B. Monchengladbach,19,54,DF,2,0,0,0,2000000,1
Lukas Ullrich,DEU,B. Monchengladbach,21,55,DF,26,0,0,0,8000000,1
Luca Netz,DEU,B. Monchengladbach,21,62,DF,20,0,0,0,7000000,1
Joe Scally,USA,B. Monchengladbach,22,63,DF,29,0,0,0,10000000,1
Stefan Lainer,AUT,B. Monchengladbach,32,63,DF,22,0,0,0,1800000,1
Julian Weigl,DEU,B. Monchengladbach,29,71,MF,8,0,0,0,6000000,1
Niklas Swider,DEU,B. Monchengladbach,18,42,MF,39,0,0,0,0,1
Rocco Reitz,DEU,B. Monchengladbach,22,63,MF,27,0,0,0,15000000,1
Philipp Sander,DEU,B. Monchengladbach,27,62,MF,16,0,0,0,4000000,1
Florian Neuhaus,DEU,B. Monchengladbach,28,68,MF,10,0,0,0,3500000,1
Kevin Stoger,AUT,B. Monchengladbach,31,67,MF,7,0,0,0,4500000,1
Robin Hack,DEU,B. Monchengladbach,26,63,ST,25,0,0,0,10000000,1
Yvandro Borges Sanches,LUX,B. Monchengladbach,20,53,ST,38,0,0,0,500000,1
Franck Honorat,FRA,B. Monchengladbach,28,68,ST,9,0,0,0,12000000,1
Nathan Ngoumou,CMR,B. Monchengladbach,25,64,ST,19,0,0,0,4000000,1
Tim Kleindienst,DEU,B. Monchengladbach,29,65,ST,11,0,0,0,17000000,1
Alassane Plea,FRA,B. Monchengladbach,32,68,ST,14,0,0,0,6000000,1
Tomas Cvancara,CZE,B. Monchengladbach,24,63,ST,31,0,0,0,4000000,1
Shio Fukuda,JPN,B. Monchengladbach,21,46,ST,13,0,0,0,500000,1
Frederik Ronnow,DMK,Union Berlin,32,69,GK,1,0,0,0,4000000,1
Alexander Schwolow,DEU,Union Berlin,32,59,GK,37,0,0,0,700000,1
Carl Klaus,DEU,Union Berlin,31,54,GK,25,0,0,0,350000,1
Diogo Leite,PRT,Union Berlin,26,67,DF,4,0,0,0,17000000,1
Danilho Doekhi,NLD,Union Berlin,26,69,DF,5,0,0,0,13000000,1
Leopold Querfeld,AUT,Union Berlin,21,59,DF,14,0,0,0,7000000,1
Kevin Vogt,DEU,Union Berlin,33,68,DF,2,0,0,0,2000000,1
Oluwaseun Ogbemudia,DEU,Union Berlin,18,43,DF,41,0,0,0,0,1
Tom Rothe,DEU,Union Berlin,20,58,DF,15,0,0,0,10000000,1
Jerome Roussillion,XKX,Union Berlin,32,65,DF,26,0,0,0,1200000,1
Josip Juranovic,HRV,Union Berlin,29,68,DF,18,0,0,0,4000000,1
Christopher Trimmel,AUT,Union Berlin,38,67,DF,28,0,0,0,600000,1
Aljoscha Kemlein,DEU,Union Berlin,20,56,MF,36,0,0,0,7000000,1
Lucas Tousart,FRA,Union Berlin,27,66,MF,29,0,0,0,4000000,1
Rani Khedira,DEU,Union Berlin,31,68,MF,8,0,0,0,3000000,1
Andras Schafer,HUN,Union Berlin,26,65,MF,13,0,0,0,5000000,1
Laszio Benes,SVK,Union Berlin,27,64,MF,20,0,0,0,4000000,1
Janik Haberer,DEU,Union Berlin,31,66,MF,19,0,0,0,2500000,1
Robert Skov,DMK,Union Berlin,28,67,MF,24,0,0,0,4000000,1
Jeong Woo-Yeong,KOR,Union Berlin,25,64,MF,11,0,0,0,4000000,1
David Preu,DEU,Union Berlin,20,40,ST,45,0,0,0,25000,1
Tim Skarke,DEU,Union Berlin,28,63,ST,21,0,0,0,2500000,1
Benedict Hollerbach,DEU,Union Berlin,23,59,ST,16,0,0,0,7500000,1
Marin Ljubicic,HRV,Union Berlin,23,58,ST,27,0,0,0,4000000,1
Andrej Ilic,SRB,Union Berlin,25,59,ST,23,0,0,0,2500000,1
Kevin Volland,DEU,Union Berlin,32,67,ST,10,0,0,0,1800000,1
Ivan Prtajin,HRV,Union Berlin,28,59,ST,9,0,0,0,1500000,1
Timo Horn,DEU,Bochum,31,63,GK,1,0,0,0,800000,1
Patrick Drewes,DEU,Bochum,32,59,GK,27,0,0,0,800000,1
Paul Grave,DEU,Bochum,24,44,GK,34,0,0,0,50000,1
Bernardo,BRA,Bochum,29,66,DF,5,0,0,0,5500000,1
Tim Oermann,DEU,Bochum,21,57,DF,14,0,0,0,5000000,1
Erhan Masovic,SRB,Bochum,26,63,DF,4,0,0,0,3000000,1
Jakov Medic,HRV,Bochum,26,63,DF,13,0,0,0,2000000,1
Ivan Ordets,UKR,Bochum,32,64,DF,20,0,0,0,1800000,1
Mohammed Tolba,DEU,Bochum,20,46,DF,25,0,0,0,200000,1
Maximilian Wittek,DEU,Bochum,29,61,DF,32,0,0,0,2000000,1
Felix Passlack,DEU,Bochum,26,60,DF,15,0,0,0,2500000,1
Cristian Gamboa,CRI,Bochum,35,61,DF,2,0,0,0,500000,1
Ibrahima Sissoko,MLI,Bochum,27,64,MF,6,0,0,0,6000000,1
Anthony Losilla,FRA,Bochum,39,65,MF,8,0,0,0,500000,1
Niklas Jahn,DEU,Bochum,20,43,MF,16,0,0,0,200000,1
Tom Krauss,DEU,Bochum,23,63,MF,17,0,0,0,4000000,1
Matus Bero,SVK,Bochum,29,63,MF,19,0,0,0,3500000,1
Mats Pannewig,DEU,Bochum,20,42,MF,24,0,0,0,600000,1
Koji Miyoshi,JPN,Bochum,28,62,MF,23,0,0,0,1800000,1
Dani de Wit,NLD,Bochum,27,64,MF,10,0,0,0,3000000,1
Lennart Koerdt,DEU,Bochum,20,39,MF,28,0,0,0,0,1
Georgios Masouras,GRC,Bochum,31,63,ST,11,0,0,0,3200000,1
Gerrit Holtmann,PHL,Bochum,30,60,ST,21,0,0,0,700000,1
Samuel Bamba,DEU,Bochum,21,53,ST,18,0,0,0,800000,1
Myron Boadu,NLD,Bochum,24,64,ST,9,0,0,0,7000000,1
Moritz Broschinski,DEU,Bochum,24,56,ST,29,0,0,0,2500000,1
Philipp Hofmann,DEU,Bochum,32,62,ST,33,0,0,0,1500000,1
Nikola Vasilj,BIH,St. Pauli,29,60,GK,22,0,0,0,3000000,1
Ben Voll,DEU,St. Pauli,24,51,GK,1,0,0,0,500000,1
Eric Oelschlagel,DEU,St. Pauli,29,52,GK,32,0,0,0,300000,1
Sascha Burchert,DEU,St. Pauli,35,55,GK,30,0,0,0,200000,1
Soren Ahlers,DEU,St. Pauli,27,46,GK,28,0,0,0,50000,1
Eric Smith,SWE,St. Pauli,28,64,DF,8,0,0,0,5000000,1
David Nemeth,AUT,St. Pauli,24,56,DF,4,0,0,0,2500000,1
Siebe Van der Heyden,BEL,St. Pauli,26,63,DF,44,0,0,0,2000000,1
Hauke Wahl,DEU,St. Pauli,31,62,DF,5,0,0,0,1500000,1
Karol Mets,EST,St. Pauli,31,61,DF,3,0,0,0,1300000,1
Adam Dzwigala,POL,St. Pauli,29,56,DF,25,0,0,0,600000,1
Muhammad Dahaba,DEU,St. Pauli,20,39,DF,34,0,0,0,125000,1
Philipp Treu,DEU,St. Pauli,24,58,DF,23,0,0,0,5000000,1
Lars Ritzka,DEU,St. Pauli,26,57,DF,21,0,0,0,900000,1
Manolis Saliakas,GRC,St. Pauli,28,61,DF,2,0,0,0,2800000,1
Fin Stevens,WLS,St. Pauli,22,57,DF,14,0,0,0,600000,1
James Sands,USA,St. Pauli,24,60,MF,6,0,0,0,3000000,1
Marwin Schimtz,DEU,St. Pauli,18,34,MF,42,0,0,0,200000,1
Robert Wagner,DEU,St. Pauli,21,59,MF,39,0,0,0,3000000,1
Connor Metcalfe,AUS,St. Pauli,25,59,MF,24,0,0,0,2500000,1
Jackson Irvine,AUS,St. Pauli,32,63,MF,7,0,0,0,2000000,1
Carlo Boukhalfa,DEU,St. Pauli,25,54,MF,16,0,0,0,1000000,1
Erik Ahlstrand,SWE,St. Pauli,23,57,MF,20,0,0,0,500000,1
Noah Weisshaupt,DEU,St. Pauli,23,61,ST,13,0,0,0,5000000,1
Elias Saad,TUN,St. Pauli,25,61,ST,26,0,0,0,4000000,1
Romeo Aigbekaen,DEU,St. Pauli,20,32,ST,38,0,0,0,100000,1
Oladapo Afolayan,ENG,St. Pauli,27,60,ST,17,0,0,0,4000000,1
Morgan Guilavogui,GIN,St. Pauli,27,59,ST,29,0,0,0,4000000,1
Danel Sinani,LUX,St. Pauli,28,56,ST,10,0,0,0,750000,1
Scott Banks,SCO,St. Pauli,23,53,ST,18,0,0,0,500000,1
Johannes Eggestein,DEU,St. Pauli,26,60,ST,11,0,0,0,3000000,1
Abdoulie Ceesay,GMB,St. Pauli,21,21,ST,9,0,0,0,500000,1
Andreas Albers,DMK,St. Pauli,35,56,ST,19,0,0,0,300000,1
Simon Zoller,DEU,St. Pauli,33,58,ST,27,0,0,0,300000,1
Timon Weiner,DEU,Holstein Kiel,26,58,GK,1,0,0,0,1500000,1
Thomas Dahne,DEU,Holstein Kiel,31,56,GK,21,0,0,0,400000,1
Marcel Engelhardt,DEU,Holstein Kiel,32,50,GK,31,0,0,0,175000,1
Marko Ivezic,SRB,Holstein Kiel,23,56,DF,6,0,0,0,2500000,1
David Zec,SVN,Holstein Kiel,25,57,DF,26,0,0,0,2500000,1
Colin Kleine-Bekel,DEU,Holstein Kiel,22,56,DF,34,0,0,0,2500000,1
Timo Becker,DEU,Holstein Kiel,28,60,DF,17,0,0,0,2000000,1
Max Geschwill,DEU,Holstein Kiel,23,56,DF,14,0,0,0,1500000,1
Marco Komenda,DEU,Holstein Kiel,28,58,DF,3,0,0,0,800000,1
Ivan Nekic,HRV,Holstein Kiel,24,,DF,13,0,0,0,800000,1
Carl Johansson,SWE,Holstein Kiel,30,58,DF,5,0,0,0,700000,1
John Tolkin,USA,Holstein Kiel,22,58,DF,47,0,0,0,3000000,1
Dominik Javorcek,SVK,Holstein Kiel,22,45,DF,33,0,0,0,550000,1
Lasse Rosenboom,DEU,Holstein Kiel,23,48,DF,23,0,0,0,1000000,1
Patrick Erras,DEU,Holstein Kiel,30,60,MF,4,0,0,0,1000000,1
Marvin Schulz,DEU,Holstein Kiel,30,58,MF,15,0,0,0,700000,1
Armin Gigovic,BIH,Holstein Kiel,23,59,MF,37,0,0,0,3000000,1
Nicolai Remberg,DEU,Holstein Kiel,24,56,MF,22,0,0,0,2800000,1
Magnus Knudsen,NOR,Holstein Kiel,23,58,MF,24,0,0,0,2500000,1
Lewis Holtby,DEU,Holstein Kiel,34,60,MF,10,0,0,0,500000,1
Aurel Wagbe,DEU,Holstein Kiel,21,50,MF,28,0,0,0,100000,1
Finn Porath,DEU,Holstein Kiel,28,56,MF,8,0,0,0,2000000,1
Steven Skrzybski,DEU,Holstein Kiel,32,62,MF,7,0,0,0,1000000,1
Andu Kelati,DEU,Holstein Kiel,22,50,ST,16,0,0,0,800000,1
Alexander Bernhardsson,SWE,Holstein Kiel,26,59,ST,11,0,0,0,1500000,1
Phil Harres,DEU,Holstein Kiel,23,45,ST,19,0,0,0,4500000,1
Shuto Machino,JPN,Holstein Kiel,25,58,ST,18,0,0,0,3500000,1
Benedikt Pichler,AUT,Holstein Kiel,27,61,ST,9,0,0,0,2000000,1
Fiete Arp,DEU,Holstein Kiel,25,56,ST,20,0,0,0,800000,1
