Name,Nationality,Team,Age,Skill Rating,Position,Number,Goals,Yellow Cards,Red Cards,Value,Energy
Alex Remiro,ESP,Real Sociedad,30,75,GK,1,0,0,0,25000000,1
Unai Marrero,ESP,Real Sociedad,23,52,GK,13,0,0,0,600000,1
Nayef Aguerd,MAR,Real Sociedad,29,70,DF,21,0,0,0,25000000,1
Igor Zubeldia,ESP,Real Sociedad,28,72,DF,5,0,0,0,18000000,1
Jon Pacheco,ESP,Real Sociedad,24,63,DF,20,0,0,0,7500000,1
Aritz Elustondo,ESP,Real Sociedad,31,73,DF,6,0,0,0,4000000,1
Jon Martin,ESP,Real Sociedad,18,54,DF,31,0,0,0,2000000,1
Javi Lopez,ESP,Real Sociedad,23,63,DF,12,0,0,0,7500000,1
Aihen Munoz,ESP,Real Sociedad,27,68,DF,3,0,0,0,5000000,1
Jon Aramburu,VEN,Real Sociedad,22,55,DF,19,0,0,0,12000000,1
Hamari Traore,MLI,Real Sociedad,33,68,DF,18,0,0,0,3000000,1
Alvaro Odriozola,ESP,Real Sociedad,29,70,DF,2,0,0,0,1200000,1
Martin Zubimendi,ESP,Real Sociedad,26,75,MF,4,0,0,0,60000000,1
Luka Susic,HRV,Real Sociedad,22,65,MF,24,0,0,0,18000000,1
Benat Turrientes,ESP,Real Sociedad,23,66,MF,22,0,0,0,16000000,1
Jon Ander Olasagasti,ESP,Real Sociedad,24,58,MF,16,0,0,0,2500000,1
Brais Mendez,ESP,Real Sociedad,28,74,MF,23,0,0,0,28000000,1
Arsen Zakharyan,RUS,Real Sociedad,21,63,MF,8,0,0,0,15000000,1
Pablo Marin,ESP,Real Sociedad,21,56,MF,28,0,0,0,3000000,1
Ander Barrenetxea,ESP,Real Sociedad,23,73,ST,7,0,0,0,18000000,1
Sheraldo Becker,SUR,Real Sociedad,30,69,ST,11,0,0,0,4000000,1
Arkaitz Mariezkurrena,ESP,Real Sociedad,20,43,ST,40,0,0,0,500000,1
Takefusa Kubo,JPN,Real Sociedad,23,75,ST,14,0,0,0,40000000,1
Sergio Gomez,ESP,Real Sociedad,24,66,ST,17,0,0,0,20000000,1
Mikel Oyazarbal,ESP,Real Sociedad,27,77,ST,10,0,0,0,30000000,1
Orri Oskarsson,ISL,Real Sociedad,20,58,ST,9,0,0,0,18000000,1
Karl Hein,EST,Real Valladolid,23,60,GK,13,0,0,0,3000000,1
Andre Ferreira,PRT,Real Valladolid,28,61,GK,1,0,0,0,800000,1
Eray Comert,CHE,Real Valladolid,27,63,DF,15,0,0,0,2500000,1
Javi Sanchez,ESP,Real Valladolid,28,66,DF,5,0,0,0,1800000,1
Cenk Ozkacar,TUR,Real Valladolid,24,64,DF,6,0,0,0,1500000,1
David Torres,ESP,Real Valladolid,22,58,DF,3,0,0,0,1400000,1
Joseph Aidoo,GHA,Real Valladolid,29,67,DF,16,0,0,0,1400000,1
Adam Aznou,MAR,Real Valladolid,18,47,DF,39,0,0,0,3000000,1
Henrique Silva,BRA,Real Valladolid,30,41,DF,17,0,0,0,600000,1
Antonio Candela,ITA,Real Valladolid,24,61,DF,22,0,0,0,2000000,1
Luis Perez,ESP,Real Valladolid,30,63,DF,2,0,0,0,1500000,1
Florian Grillitsch,AUT,Real Valladolid,29,69,MF,8,0,0,0,3000000,1
Mario Martin,ESP,Real Valladolid,21,55,MF,12,0,0,0,1500000,1
Stanko Juric,HRV,Real Valladolid,28,61,MF,20,0,0,0,1500000,1
Tamas Nikitscher,HUN,Real Valladolid,25,50,MF,4,0,0,0,1000000,1
Selim Amallah,MAR,Real Valladolid,28,65,MF,21,0,0,0,1800000,1
Chuki,ESP,Real Valladolid,20,43,MF,28,0,0,0,1000000,1
Raul Moro,ESP,Real Valladolid,22,57,ST,11,0,0,0,5000000,1
Darwin Machis ,VEN,Real Valladolid,32,66,ST,18,0,0,0,1000000,1
Kenedy,BRA,Real Valladolid,29,63,ST,24,0,0,0,300000,1
Amath Ndiaye,SEN,Real Valladolid,28,64,ST,19,0,0,0,1000000,1
Anuar,MAR,Real Valladolid,30,59,ST,23,0,0,0,900000,1
Ivan Sanchez,ESP,Real Valladolid,32,63,ST,10,0,0,0,600000,1
Juanmi Latasa,ESP,Real Valladolid,24,63,ST,14,0,0,0,2500000,1
Mamadou Sylla,SEN,Real Valladolid,31,61,ST,7,0,0,0,1500000,1
Marcos Andre,BRA,Real Valladolid,28,62,ST,9,0,0,0,1200000,1
Alvaro Fernandez,ESP,Sevilla,27,69,GK,1,0,0,0,2500000,1
Orjan Nyland,NOR,Sevilla,34,65,GK,13,0,0,0,1000000,1
Loic Bade ,FRA,Sevilla,25,67,DF,22,0,0,0,30000000,1
Kike Salas,ESP,Sevilla,22,63,DF,4,0,0,0,8000000,1
Marcao,BRA,Sevilla,28,72,DF,23,0,0,0,3000000,1
Tanguy Nianzou,FRA,Sevilla,22,67,DF,24,0,0,0,3000000,1
Adria Pedrosa,ESP,Sevilla,26,67,DF,3,0,0,0,7000000,1
Jose Angel Carmona,ESP,Sevilla,23,63,DF,2,0,0,0,12000000,1
Juanlu Sanchez,ESP,Sevilla,21,62,DF,26,0,0,0,12000000,1
Lucien Agoume,FRA,Sevilla,23,61,MF,18,0,0,0,7000000,1
Nemanja Gudelj,SRB,Sevilla,33,70,MF,6,0,0,0,3500000,1
Albert Sambi Lokonga,BEL,Sevilla,25,69,MF,12,0,0,0,9000000,1
Djibril Sow,CHE,Sevilla,28,69,MF,20,0,0,0,7500000,1
Saul Niguez,ESP,Sevilla,30,71,MF,17,0,0,0,3500000,1
Manu Bueno,ESP,Sevilla,20,53,MF,28,0,0,0,1500000,1
Stanis Idumbo,BEL,Sevilla,19,55,MF,27,0,0,0,2500000,1
Ruben Vargas,CHE,Sevilla,26,66,ST,5,0,0,0,7000000,1
Chidera Ejuke,NGA,Sevilla,27,65,ST,21,0,0,0,6000000,1
Dodi Lukebakio,BEL,Sevilla,27,70,ST,11,0,0,0,25000000,1
Suso,ESP,Sevilla,31,71,ST,10,0,0,0,2500000,1
Peque Fernandez,ESP,Sevilla,22,62,ST,14,0,0,0,3500000,1
Isaac Romero,ESP,Sevilla,24,65,ST,7,0,0,0,10000000,1
Akor Adams,NGA,Sevilla,25,62,ST,15,0,0,0,7500000,1
Dinko Horkas,HRV,Las Palmas,26,60,GK,13,0,0,0,1200000,1
Jasper Cillessen,NLD,Las Palmas,35,63,GK,1,0,0,0,900000,1
Mika Marmol,ESP,Las Palmas,23,68,DF,3,0,0,0,12000000,1
Scott McKenna,SCO,Las Palmas,28,64,DF,15,0,0,0,5000000,1
Juanma Herzog,ESP,Las Palmas,20,49,DF,28,0,0,0,1500000,1
Alex Suarez,ESP,Las Palmas,32,62,DF,4,0,0,0,1000000,1
Alex Munoz,ESP,Las Palmas,30,64,DF,23,0,0,0,1200000,1
Andy Pelmard,FRA,Las Palmas,25,63,DF,6,0,0,0,2500000,1
Viti Rozada,ESP,Las Palmas,27,,DF,18,0,0,0,2500000,1
Marvin Park,ESP,Las Palmas,24,63,DF,2,0,0,0,1500000,1
Dario Essugo,PRT,Las Palmas,20,56,MF,29,0,0,0,15000000,1
Stefan Bajcetic,ESP,Las Palmas,20,60,MF,21,0,0,0,9000000,1
Javi Munoz,ESP,Las Palmas,30,67,MF,5,0,0,0,2500000,1
Enzo Loiodice,FRA,Las Palmas,24,65,MF,12,0,0,0,1500000,1
Jose Campana,ESP,Las Palmas,31,70,MF,8,0,0,0,1000000,1
Alberto Moleiro,ESP,Las Palmas,21,66,MF,10,0,0,0,25000000,1
Kirian Rodriguez,ESP,Las Palmas,29,70,MF,20,0,0,0,12000000,1
Manu Fuster,ESP,Las Palmas,27,65,ST,14,0,0,0,1500000,1
Benito Ramirez,ESP,Las Palmas,29,59,ST,11,0,0,0,800000,1
Adnan Januzaj,BEL,Las Palmas,30,65,ST,24,0,0,0,1200000,1
Fabio Silva,PRT,Las Palmas,22,64,ST,37,0,0,0,20000000,1
Oli McBurnie,SCO,Las Palmas,28,63,ST,16,0,0,0,2500000,1
Sandro Ramirez,ESP,Las Palmas,29,70,ST,19,0,0,0,2500000,1
Marc Cardona,ESP,Las Palmas,29,61,ST,9,0,0,0,900000,1
Jaime Mata,ESP,Las Palmas,36,63,ST,17,0,0,0,600000,1
Giorgi Mamardashvili,GEO,Valencia,24,75,GK,25,0,0,0,30000000,1
Stole Dimitrievski,MKD,Valencia,31,70,GK,13,0,0,0,3000000,1
Jaume Domenech,ESP,Valencia,34,66,GK,1,0,0,0,600000,1
Cristhian Mosquera,ESP,Valencia,20,65,DF,3,0,0,0,30000000,1
Yarek Gasiorowski,ESP,Valencia,20,55,DF,24,0,0,0,12000000,1
Cesar Tarrega,ESP,Valencia,23,53,DF,15,0,0,0,6000000,1
Mouctar Diakhaby,GIN,Valencia,28,71,DF,4,0,0,0,2000000,1
Jose Gaya,ESP,Valencia,29,79,DF,14,0,0,0,15000000,1
Jesus Vazquez,ESP,Valencia,22,62,DF,21,0,0,0,3000000,1
Max Aarons,ENG,Valencia,25,65,DF,19,0,0,0,12000000,1
Thierry Correia,PRT,Valencia,26,69,DF,26,0,0,0,6000000,1
Dimitri Foulquier,GLP,Valencia,32,64,DF,20,0,0,0,2000000,1
Pepelu,ESP,Valencia,26,69,MF,18,0,0,0,12000000,1
Enzo Barrenechea,ARG,Valencia,23,64,MF,5,0,0,0,7500000,1
Hugo Guillamon,ESP,Valencia,25,67,MF,6,0,0,0,5000000,1
Javi Guerra,ESP,Valencia,21,70,MF,8,0,0,0,20000000,1
Andre Almeida,PRT,Valencia,24,68,MF,10,0,0,0,8000000,1
Ivan Jaime,ESP,Valencia,24,68,MF,17,0,0,0,7000000,1
Martin Tejon,ESP,Valencia,21,43,MF,32,0,0,0,500000,1
Luis Rioja,ESP,Valencia,31,69,ST,22,0,0,0,2000000,1
Sergi Canos,ESP,Valencia,28,63,ST,7,0,0,0,1500000,1
Diego Lopez,ESP,Valencia,22,66,ST,16,0,0,0,10000000,1
Fran Perez,ESP,Valencia,22,64,ST,23,0,0,0,4000000,1
Hugo Duro,ESP,Valencia,25,69,ST,9,0,0,0,10000000,1
Umar Sadiq,NGA,Valencia,28,71,ST,12,0,0,0,5000000,1
Rafa Mir,ESP,Valencia,27,65,ST,11,0,0,0,800000,1
Diego Conde,ESP,Villarreal ,26,54,GK,13,0,0,0,10000000,1
Luiz Junior,BRA,Villarreal ,24,65,GK,1,0,0,0,5000000,1
Iker Alvarez,AND,Villarreal ,23,57,GK,31,0,0,0,800000,1
Logan Costa,CPV,Villarreal ,24,62,DF,2,0,0,0,15000000,1
Willy Kambwala,FRA,Villarreal ,20,55,DF,5,0,0,0,4000000,1
Eric Bailly,CIV,Villarreal ,31,65,DF,4,0,0,0,2500000,1
Raul Albiol,ESP,Villarreal ,39,74,DF,3,0,0,0,1300000,1
Pau Navarro,ESP,Villarreal ,19,33,DF,26,0,0,0,1000000,1
Sergi Cardona,ESP,Villarreal ,25,68,DF,23,0,0,0,8000000,1
Alfonso Pedrazza,ESP,Villarreal ,29,72,DF,24,0,0,0,2500000,1
Juan Foyth,ARG,Villarreal ,27,73,DF,8,0,0,0,10000000,1
Kiko Femenia,ESP,Villarreal ,34,69,DF,17,0,0,0,1200000,1
Pape Gueye,SEN,Villarreal ,26,63,MF,18,0,0,0,10000000,1
Santi Comesana,ESP,Villarreal ,28,70,MF,14,0,0,0,8000000,1
Dani Parejo,ESP,Villarreal ,35,74,MF,10,0,0,0,2000000,1
Denis Suarez,ESP,Villarreal ,31,73,MF,6,0,0,0,1300000,1
Alex Baena,ESP,Villarreal ,23,72,ST,16,0,0,0,50000000,1
Yeremy Pino,ESP,Villarreal ,22,71,ST,21,0,0,0,30000000,1
Ilias Akhomach,MAR,Villarreal ,20,63,ST,11,0,0,0,15000000,1
Tajon Buchanan,CAN,Villarreal ,26,64,ST,9,0,0,0,6000000,1
Nicolas Pepe,CIV,Villarreal ,29,68,ST,19,0,0,0,6000000,1
Thierno Barry,FRA,Villarreal ,22,55,ST,15,0,0,0,14000000,1
Ayoze Perez,ESP,Villarreal ,31,71,ST,22,0,0,0,10000000,1
Gerard Moreno,ESP,Villarreal ,33,77,ST,7,0,0,0,5000000,1
