Name,Nationality,Team,Age,Skill Rating,Position,Number,Goals,Yellow Cards,Red Cards,Value,Energy
Matteo Gabbia,ITA,AC Milan,25,67,DF,46,0,0,0,14000000,1
Theo Hernandez,FRA,AC Milan,27,79,DF,19,0,0,0,40000000,1
Alex Jimenez,ESP,AC Milan,19,54,DF,20,0,0,0,10000000,1
Emerson Royal,BRA,AC Milan,26,69,DF,22,0,0,0,10000000,1
Kyle Walker,ENG,AC Milan,34,82,DF,32,0,0,0,6000000,1
Filippo Terracciano,ITA,AC Milan,22,64,DF,42,0,0,0,4500000,1
Alessandro Florenzi,ITA,AC Milan,34,70,DF,24,0,0,0,1500000,1
Youssouf Fofana,FRA,AC Milan,26,72,MF,29,0,0,0,30000000,1
Tijjani Reijnders,NLD,AC Milan,26,75,MF,14,0,0,0,50000000,1
Yunus Musah,USA,AC Milan,22,70,MF,80,0,0,0,22000000,1
Ruben Loftus-Cheek,ENG,AC Milan,29,75,MF,8,0,0,0,16000000,1
Warren Bondo,FRA,AC Milan,21,57,MF,38,0,0,0,10000000,1
Rafael Leao,PRT,AC Milan,25,84,ST,10,0,0,0,75000000,1
Riccardo Sottil,ITA,AC Milan,25,68,ST,99,0,0,0,6000000,1
Christian Pulisic,USA,AC Milan,26,79,ST,11,0,0,0,50000000,1
Samuel Chukwueze,NGA,AC Milan,25,71,ST,21,0,0,0,14000000,1
Joao Felix,PRT,AC Milan,25,77,ST,79,0,0,0,25000000,1
Santiago Gimenez,MEX,AC Milan,23,73,ST,7,0,0,0,37000000,1
Tammy Abraham,ENG,AC Milan,27,73,ST,90,0,0,0,15000000,1
Luka Jovic,SRB,AC Milan,27,70,ST,9,0,0,0,2500000,1
Stefano Turati,ITA,Monza,23,65,GK,30,0,0,0,7500000,1
Semuel Pizzignacco,ITA,Monza,23,56,GK,21,0,0,0,800000,1
Andrea Mazza,ITA,Monza,21,48,GK,69,0,0,0,75000,1
Tomas Palacios,ARG,Monza,21,51,DF,22,0,0,0,5000000,1
Andrea Carboni,ITA,Monza,24,63,DF,44,0,0,0,3400000,1
Armando Izzo,ITA,Monza,33,64,DF,4,0,0,0,2500000,1
Stefan Lekovic,SRB,Monza,21,50,DF,3,0,0,0,1800000,1
Luca Caldirola,ITA,Monza,34,67,DF,5,0,0,0,800000,1
Danilo D'Ambrosio,ITA,Monza,36,66,DF,33,0,0,0,800000,1
Arvid Brorsson,SWE,Monza,25,53,DF,2,0,0,0,600000,1
Samuele Birindelli,ITA,Monza,25,65,DF,19,0,0,0,3000000,1
Pedro Pereira,PRT,Monza,27,61,DF,13,0,0,0,1800000,1
Leonardo Colombo,ITA,Monza,19,35,MF,4,0,0,0,250000,1
Matteo Pessina,ITA,Monza,27,69,MF,32,0,0,0,9000000,1
Kacper Urbanski,POL,Monza,20,58,MF,8,0,0,0,7000000,1
Alessandro Bianco,ITA,Monza,22,59,MF,42,0,0,0,5000000,1
Gaetano Castrovilli,ITA,Monza,28,68,MF,11,0,0,0,3500000,1
Kevin Zeroli,ITA,Monza,20,53,MF,18,0,0,0,3500000,1
Roberto Gagliardini,ITA,Monza,31,68,MF,6,0,0,0,2000000,1
Stefano Sensi,ITA,Monza,29,68,MF,12,0,0,0,1500000,1
Jean-Daniel Akpa Akpro,CIV,Monza,32,63,MF,7,0,0,0,500000,1
Patrick Ciurria,ITA,Monza,30,68,MF,84,0,0,0,3000000,1
Giorgios Kyriakopoulos,GRC,Monza,29,66,MF,77,0,0,0,3500000,1
Samuele Vignato,ITA,Monza,21,60,MF,80,0,0,0,3500000,1
Keita Balde,SEN,Monza,30,62,ST,17,0,0,0,1000000,1
Omari Forson,ENG,Monza,20,53,ST,20,0,0,0,2000000,1
Kevin Martins,ITA,Monza,20,32,ST,55,0,0,0,1500000,1
Dany Mota,PRT,Monza,26,66,ST,47,0,0,0,5000000,1
Gianluca Caprari,ITA,Monza,31,66,ST,10,0,0,0,1500000,1
Silvere Ganvoula,COG,Monza,28,59,ST,35,0,0,0,2000000,1
Andrea Petagna,ITA,Monza,29,64,ST,37,0,0,0,1400000,1
Alex Meret,ITA,Napoli,28,76,GK,1,0,0,0,12000000,1
Simone Scuffet,ITA,Napoli,28,62,GK,96,0,0,0,2000000,1
Nikita Contini,ITA,Napoli,28,56,GK,14,0,0,0,400000,1
Claudio Turi,ITA,Napoli,19,32,GK,12,0,0,0,150000,1
Alessandro Buongiorno,ITA,Napoli,25,72,DF,4,0,0,0,45000000,1
Amir Rrahmani,XKX,Napoli,31,74,DF,13,0,0,0,12000000,1
Rafa Marin,ESP,Napoli,22,68,DF,16,0,0,0,7000000,1
Juan Jesus,BRA,Napoli,33,70,DF,5,0,0,0,1500000,1
Mathias Olivera,URY,Napoli,27,71,DF,17,0,0,0,18000000,1
Leonardo Spinazzola,ITA,Napoli,32,71,DF,37,0,0,0,3500000,1
Giovanni Di Lorenzo,ITA,Napoli,31,77,DF,22,0,0,0,15000000,1
Pasquale Mazzocchi,ITA,Napoli,29,66,DF,30,0,0,0,3000000,1
Stanislav Lobotka,SVK,Napoli,30,76,MF,68,0,0,0,25000000,1
Billy Gilmour,SCO,Napoli,23,72,MF,6,0,0,0,16000000,1
Scott McTominay,SCO,Napoli,28,74,MF,8,0,0,0,40000000,1
Frank Anguissa,CAM,Napoli,29,77,MF,99,0,0,0,27000000,1
Philip Billing,DMK,Napoli,28,68,MF,15,0,0,0,12000000,1
Luis Hasa,ITA,Napoli,21,46,MF,29,0,0,0,1000000,1
Noah Okafor,CHE,Napoli,24,70,ST,9,0,0,0,15000000,1
David Neres,BRA,Napoli,28,75,ST,7,0,0,0,30000000,1
Matteo Politano,ITA,Napoli,31,78,ST,21,0,0,0,10000000,1
Cyril Ngonge,BEL,Napoli,24,69,ST,26,0,0,0,10000000,1
Giacomo Raspadori,ITA,Napoli,25,73,ST,81,0,0,0,20000000,1
Romelu Lukaku,BEL,Napoli,31,80,ST,11,0,0,0,22000000,1
Giovanni Simeone,ARG,Napoli,29,70,ST,18,0,0,0,8000000,1
Zion Suzuki,JPN,Parma,22,57,GK,31,0,0,0,14000000,1
Edoardo Corvi,ITA,Parma,24,54,GK,40,0,0,0,350000,1
Richard Marcone,ITA,Parma,32,44,GK,33,0,0,0,250000,1
Alessandro Circati,AUS,Parma,21,63,DF,39,0,0,0,8500000,1
Giovanni Leoni,ITA,Parma,18,45,DF,46,0,0,0,6000000,1
Botond Balogh,HUN,Parma,22,57,DF,4,0,0,0,2500000,1
Alessandro Vogliacco,ITA,Parma,26,61,DF,21,0,0,0,2000000,1
Yordan Osorio,VEN,Parma,30,62,DF,3,0,0,0,1700000,1
Lautaro Valenti,ARG,Parma,26,60,DF,5,0,0,0,1500000,1
Mathias Lovik,NOR,Parma,21,56,DF,18,0,0,0,5000000,1
Emanuele Valeri,ITA,Parma,26,63,DF,14,0,0,0,3000000,1
Enrico Delprato,ITA,Parma,25,64,DF,15,0,0,0,6000000,1
Antoine Hainaut,FRA,Parma,23,53,DF,20,0,0,0,1000000,1
Mandela Keita,BEL,Parma,22,59,MF,16,0,0,0,11000000,1
Nahuel Estevez,ARG,Parma,29,62,MF,8,0,0,0,3500000,1
Adrian Bernabe,ESP,Parma,23,65,MF,10,0,0,0,15000000,1
Simon Sohm,CHE,Parma,24,63,MF,19,0,0,0,5000000,1
Hernani,BRA,Parma,31,64,MF,27,0,0,0,2000000,1
Drissa Camara,CIV,Parma,23,55,MF,23,0,0,0,1800000,1
Jacob Ondrejka,SWE,Parma,22,59,ST,17,0,0,0,7000000,1
Adrian Benedyczak,POL,Parma,24,64,ST,7,0,0,0,4500000,1
Valentin Mihaila,ROM,Parma,25,61,ST,28,0,0,0,3000000,1
Dennis Man,ROM,Parma,26,64,ST,98,0,0,0,12500000,1
Matteo Cancellieri,ITA,Parma,23,64,ST,22,0,0,0,5000000,1
Pontus Almqvist,SWE,Parma,25,68,ST,11,0,0,0,2500000,1
Anas Haj Mohamed,TUN,Parma,20,37,ST,61,0,0,0,1800000,1
Mateusz Kowalski,POL,Parma,19,40,ST,62,0,0,0,300000,1
Ange-Yoan Bonny,FRA,Parma,21,65,ST,13,0,0,0,20000000,1
Mateo Pellegrino,ARG,Parma,23,55,ST,32,0,0,0,3500000,1
Gabriel Charpentier,COG,Parma,25,56,ST,9,0,0,0,1600000,1
Milan Djuric,BIH,Parma,34,64,ST,30,0,0,0,1500000,1
Mile Svilar,SRB,AS Roma,25,63,GK,99,0,0,0,17000000,1
Pierluigi Gollini,ITA,AS Roma,30,67,GK,95,0,0,0,1000000,1
Renato Marin,ITA,AS Roma,18,35,GK,89,0,0,0,500000,1
Evan N'Dicka,CIV,AS Roma,25,72,DF,5,0,0,0,25000000,1
Gianluca Mancini,ITA,AS Roma,28,74,DF,23,0,0,0,18000000,1
Victor Nelsson,DMK,AS Roma,26,68,DF,25,0,0,0,14000000,1
Mats Hummels,DEU,AS Roma,36,78,DF,15,0,0,0,2500000,1
Angelino,ESP,AS Roma,28,69,DF,3,0,0,0,15000000,1
Anass Salah-Eddine,NLD,AS Roma,23,59,DF,34,0,0,0,8000000,1
Devyne Rensch,NLD,AS Roma,22,65,DF,2,0,0,0,12000000,1
Zeki Celik,TUR,AS Roma,28,67,DF,19,0,0,0,5000000,1
Saud Abdulhamid,SAU,AS Roma,25,68,DF,12,0,0,0,4000000,1
Buba Sangare,ESP,AS Roma,17,35,DF,66,0,0,0,1000000,1
Lucas Gourna-Douath,FRA,AS Roma,21,64,MF,27,0,0,0,8000000,1
Bryan Cristante,ITA,AS Roma,30,76,MF,4,0,0,0,7000000,1
Leandro Paredes,ARG,AS Roma,30,73,MF,16,0,0,0,5000000,1
Manu Kone,FRA,AS Roma,23,73,MF,17,0,0,0,35000000,1
Niccolo Pisilli,ITA,AS Roma,20,56,MF,61,0,0,0,12000000,1
Lorenzo Pellegrini,ITA,AS Roma,28,74,MF,7,0,0,0,14000000,1
Tommaso Baldanzi,ITA,AS Roma,22,64,MF,35,0,0,0,14000000,1
Stephan El Shaarawy,ITA,AS Roma,32,72,ST,92,0,0,0,5000000,1
Matias Soule,ARG,AS Roma,22,69,ST,18,0,0,0,22000000,1
Alexis Saelemaekers,BEL,AS Roma,25,70,ST,56,0,0,0,17000000,1
Paulo Dybala,ARG,AS Roma,31,78,ST,21,0,0,0,8000000,1
Artem Dovbyk,UKR,AS Roma,27,78,ST,11,0,0,0,30000000,1
Eldor Shomurodov,UZB,AS Roma,29,60,ST,14,0,0,0,4000000,1
Vanja Milinkovic-Savic,SRB,Torino ,28,68,GK,32,0,0,0,12000000,1
Alberto Paleari,ITA,Torino ,32,55,GK,1,0,0,0,500000,1
Antonio Donnarumma,ITA,Torino ,34,52,GK,17,0,0,0,300000,1
Saul Coco,GNQ,Torino ,26,65,DF,23,0,0,0,12000000,1
Perr Schuurs,NLD,Torino ,25,69,DF,3,0,0,0,10000000,1
Sebastian Walukiewicz,POL,Torino ,25,60,DF,4,0,0,0,5000000,1
Guillermo Maripan,CHL,Torino ,30,64,DF,13,0,0,0,4000000,1
Adam Masina,MAR,Torino ,31,62,DF,5,0,0,0,1500000,1
Cristiano Biraghi,ITA,Torino ,32,71,DF,34,0,0,0,2000000,1
Samuele Ricci,ITA,Torino ,23,69,MF,28,0,0,0,30000000,1
Adrien Tameze,FRA,Torino ,31,67,MF,61,0,0,0,3500000,1
Ivan Ilic,SRB,Torino ,24,70,MF,8,0,0,0,18000000,1
Cesare Casadei,ITA,Torino ,22,62,MF,22,0,0,0,15000000,1
Gvidas Gineitis,LTU,Torino ,21,57,MF,66,0,0,0,5000000,1
Emirhan Ilkhan,TUR,Torino ,20,55,MF,26,0,0,0,2500000,1
Karol Linetty,POL,Torino ,30,66,MF,77,0,0,0,2500000,1
Marcus Pedersen,NOR,Torino ,24,49,MF,16,0,0,0,3500000,1
Ali Dembele,FRA,Torino ,21,47,MF,21,0,0,0,800000,1
Borna Sosa,HRV,Torino ,27,68,MF,24,0,0,0,6000000,1
Valentino Lazaro,AUT,Torino ,29,67,MF,20,0,0,0,4500000,1
Eljif Elmas,MKD,Torino ,25,71,MF,11,0,0,0,14000000,1
Nikola Vlasic,HRV,Torino ,27,71,MF,10,0,0,0,8000000,1
Alieu Njie,SWE,Torino ,19,23,MF,92,0,0,0,2500000,1
Yann Karamoh,FRA,Torino ,26,63,ST,7,0,0,0,2200000,1
Zanos Savva,CYP,Torino ,19,35,ST,79,0,0,0,1000000,1
Che Adams,SCO,Torino ,28,68,ST,18,0,0,0,15000000,1
Antonio Sanabria,PRY,Torino ,29,68,ST,9,0,0,0,4000000,1
Duvan Zapata,COL,Torino ,34,70,ST,91,0,0,0,4000000,1
Amine Salama,FRA,Torino ,24,60,ST,15,0,0,0,1800000,1
Maduka Okoye,NGA,Udinese ,25,63,GK,40,0,0,0,7500000,1
Razvan Sava,ROM,Udinese ,22,59,GK,90,0,0,0,2500000,1
Daniele Padelli,ITA,Udinese ,39,54,GK,93,0,0,0,150000,1
Edoardo Piana,ITA,Udinese ,21,36,GK,66,0,0,0,50000,1
Jaka Bijol,SVN,Udinese ,26,67,DF,29,0,0,0,18000000,1
Oumar Solet,FRA,Udinese ,25,66,DF,28,0,0,0,14000000,1
Isaak Toure,FRA,Udinese ,22,59,DF,95,0,0,0,8000000,1
Thomas Kristensen,DMK,Udinese ,23,62,DF,31,0,0,0,6000000,1
Lautaro Giannetti,ARG,Udinese ,31,64,DF,30,0,0,0,2500000,1
Matteo Palma,DEU,Udinese ,17,55,DF,16,0,0,0,1000000,1
Christian Kabasele,BEL,Udinese ,34,61,DF,27,0,0,0,1000000,1
Jordan Zemura,ZWE,Udinese ,25,62,DF,33,0,0,0,5000000,1
Hassane Kamara,CIV,Udinese ,31,63,DF,11,0,0,0,3500000,1
Kingsley Ehizibue,NLD,Udinese ,29,61,DF,19,0,0,0,3000000,1
Jesper Karlstrom,SWE,Udinese ,29,59,MF,25,0,0,0,3500000,1
Sandi Lovric,SVN,Udinese ,27,66,MF,8,0,0,0,8000000,1
Jurgen Ekkelenkamp,NLD,Udinese ,25,65,MF,32,0,0,0,7500000,1
Martin Payero,ARG,Udinese ,26,63,MF,5,0,0,0,6000000,1
Arthur Atta,FRA,Udinese ,22,54,MF,14,0,0,0,2500000,1
Oier Zarraga,ESP,Udinese ,26,61,MF,6,0,0,0,2000000,1
Rui Modesto,AGO,Udinese ,25,58,MF,77,0,0,0,1800000,1
Simone Pafundi,ITA,Udinese ,19,58,MF,20,0,0,0,6000000,1
David Pekicic,SVN,Udinese ,17,48,MF,79,0,0,0,1000000,1
Florian Thauvin,FRA,Udinese ,32,65,ST,10,0,0,0,5000000,1
Lorenzo Lucca,ITA,Udinese ,24,67,ST,17,0,0,0,22000000,1
Brenner ,BRA,Udinese ,25,63,ST,22,0,0,0,4500000,1
Keinan Davis,ENG,Udinese ,27,59,ST,9,0,0,0,4000000,1
Daiman Pizarro,CHL,Udinese ,20,51,ST,99,0,0,0,4000000,1
Iker Bravo,ESP,Udinese ,20,45,ST,21,0,0,0,2500000,1
Alexis Sanchez,CHL,Udinese ,36,70,ST,7,0,0,0,2000000,1
Filip Stankovic,SRB,Venezia ,23,59,GK,35,0,0,0,6000000,1
Andrei Radu,ROM,Venezia ,27,45,GK,28,0,0,0,2500000,1
Jesse Joronen,FIN,Venezia ,32,61,GK,1,0,0,0,600000,1
Matteo Grandi,ITA,Venezia ,32,49,GK,23,0,0,0,150000,1
Jay Idzes,IDN,Venezia ,24,58,DF,4,0,0,0,5000000,1
Joel Schingtienne,BEL,Venezia ,22,51,DF,25,0,0,0,3000000,1
Michael Svoboda,AUT,Venezia ,26,55,DF,30,0,0,0,3000000,1
Fali Cande,GNB,Venezia ,27,62,DF,2,0,0,0,2000000,1
Alessandro Marcandalli,ITA,Venezia ,22,59,DF,16,0,0,0,2000000,1
Marin Sverko,HRV,Venezia ,27,59,DF,33,0,0,0,1200000,1
Ridgeciano Haps,SUR,Venezia ,31,61,DF,5,0,0,0,1000000,1
Franco Carboni,ARG,Venezia ,22,59,DF,79,0,0,0,1000000,1
Richie Sagrado,BEL,Venezia ,21,49,DF,21,0,0,0,2000000,1
Francesco Zampano,ITA,Venezia ,31,61,DF,7,0,0,0,1100000,1
Cheick Conde,GIN,Venezia ,24,58,MF,17,0,0,0,2000000,1
Hans Nicolussi Caviglia,ITA,Venezia ,24,64,MF,14,0,0,0,8000000,1
Gianluca Busio,USA,Venezia ,22,61,MF,6,0,0,0,6500000,1
Kike Perez,ESP,Venezia ,28,65,MF,71,0,0,0,2800000,1
Mikael Egill Ellertsson,ISL,Venezia ,23,60,MF,77,0,0,0,2800000,1
Alfred Duncan,GHA,Venezia ,32,70,MF,32,0,0,0,2500000,1
Issa Doumbia,ITA,Venezia ,21,49,MF,97,0,0,0,2000000,1
Domen Crnigoj,SVN,Venezia ,29,57,MF,22,0,0,0,900000,1
Bjarki Bjarkason,ISL,Venezia ,24,56,MF,19,0,0,0,800000,1
Gaetano Oristanio,ITA,Venezia ,22,62,MF,11,0,0,0,6500000,1
John Yeboah,ECU,Venezia ,24,55,MF,10,0,0,0,2500000,1
Saad El Haddad,MAR,Venezia ,19,29,MF,80,0,0,0,250000,1
Alessio Zerbin,ITA,Venezia ,26,64,ST,24,0,0,0,4000000,1
Daniel Fila,CZE,Venezia ,22,53,ST,18,0,0,0,3000000,1
Christian Gytkjaer,DMK,Venezia ,34,61,ST,9,0,0,0,700000,1
Mirko Maric,HRV,Venezia ,29,59,ST,99,0,0,0,700000,1
